MeasureItem	Month	Year	Category	Country	MeasureItemID	CreationDate	Representativity	ProvidedValue	ProvidedValueCode
Monthly Domestic Values	6	2022	Biomass	BE	B01	2023-06-07 14:47:55	100	197.9066400	
Monthly Domestic Values	7	2022	Biomass	BE	B01	2023-06-07 14:47:55	100	207.4554700	
Monthly Domestic Values	8	2022	Biomass	BE	B01	2023-06-07 14:47:55	100	186.5544100	
Monthly Domestic Values	9	2022	Biomass	BE	B01	2023-06-07 14:47:55	100	171.3609800	
Monthly Domestic Values	10	2022	Biomass	BE	B01	2023-06-07 14:47:55	100	143.5469400	
Monthly Domestic Values	11	2022	Biomass	BE	B01	2023-06-07 14:47:55	100	161.1465000	
Monthly Domestic Values	12	2022	Biomass	BE	B01	2023-06-07 14:47:55	100	135.2938700	
Monthly Domestic Values	1	2022	Fossil Gas	BE	B04	2023-06-07 14:47:55	100	2161.8880800	
Monthly Domestic Values	2	2022	Fossil Gas	BE	B04	2023-06-07 14:47:55	100	1155.1550400	
Monthly Domestic Values	3	2022	Fossil Gas	BE	B04	2023-06-07 14:47:55	100	1563.1939400	
Monthly Domestic Values	4	2022	Fossil Gas	BE	B04	2023-06-07 14:47:55	100	1105.3764900	
Monthly Domestic Values	5	2022	Fossil Gas	BE	B04	2023-06-07 14:47:55	100	1289.3646600	
Monthly Domestic Values	6	2022	Fossil Gas	BE	B04	2023-06-07 14:47:55	100	1419.2713700	
Monthly Domestic Values	7	2022	Fossil Gas	BE	B04	2023-06-07 14:47:55	100	1870.5467300	
Monthly Domestic Values	8	2022	Fossil Gas	BE	B04	2023-06-07 14:47:55	100	2202.2685800	
Monthly Domestic Values	9	2022	Fossil Gas	BE	B04	2023-06-07 14:47:55	100	1853.7762200	
Monthly Domestic Values	10	2022	Fossil Gas	BE	B04	2023-06-07 14:47:55	100	1983.1104600	
Monthly Domestic Values	11	2022	Fossil Gas	BE	B04	2023-06-07 14:47:55	100	1310.4005200	
